artist,instrument,birthdate,deathdate,alive,bday_dt,dday_dt,age_yrs,cause_of_death
Walter Page,Upright bass,2/9/1900,12/20/1957,FALSE,2/9/1900,12/20/1957,57,Pneumonia
Caterina Palazzi,Upright bass,1982,NaN,TRUE,1/1/1982,,38,NaN
Pino Palladino,Electric bass,10/17/1957,NaN,TRUE,10/17/1957,,62,NaN
Truck Parham,Upright bass,1/25/1911,6/5/2002,FALSE,1/25/1911,6/5/2002,91,NaN
William Parker,Upright bass,1/10/1952,NaN,TRUE,1/10/1952,,68,NaN
Jaco Pastorius,Electric bass,12/1/1951,9/21/1987,FALSE,12/1/1951,9/21/1987,35,Murdered
Johnny Pate,Electric bass,12/5/1923,NaN,TRUE,12/5/1923,,96,NaN
John Patitucci,Upright bass,12/22/1959,NaN,TRUE,12/22/1959,,60,NaN
Mario Pavone,Upright bass,1940,NaN,TRUE,1/1/1940,,80,NaN
"Alcide ""Slow Drag"" Pavageau",Upright bass,1888,1969,FALSE,1888-01-01,1/1/1969,81,NaN
Gary Peacock,Upright bass,5/12/1935,9/4/2020,FALSE,5/12/1935,9/4/2020,85,NaN
Niels-Henning Ørsted Pedersen,Upright bass,5/27/1946,4/19/2005,FALSE,5/27/1946,4/19/2005,58,Heart Failure
Aladár Pege,Upright bass,10/8/1939,9/23/2006,FALSE,10/8/1939,9/23/2006,66,NaN
Ralph Peña,Upright bass,1927,1969,FALSE,1/1/1927,1/1/1969,42,Car Accident
Gene Perla,Upright bass,3/1/1940,NaN,TRUE,3/1/1940,,80,NaN
Oscar Pettiford,Upright bass,9/30/1922,9/8/1960,FALSE,9/30/1922,9/8/1960,37,Polio
Barre Phillips,Upright bass,10/27/1934,NaN,TRUE,10/27/1934,,85,NaN
Martin Pizzarelli,Upright bass,1963,NaN,TRUE,1/1/1963,,57,NaN
Lonnie Plaxico,Upright bass,9/4/1960,NaN,TRUE,9/4/1960,,60,NaN
Terry Plumeri,Upright bass,11/28/1944,3/31/2016,FALSE,11/28/1944,3/31/2016,71,Murdered
Robert Popwell,Electric bass,12/29/1950,11/27/2017,FALSE,12/29/1950,11/27/2017,66,NaN
Tommy Potter,Upright bass,9/21/1918,3/1/1988,FALSE,9/21/1918,3/1/1988,69,NaN
Pino Presti,Electric bass,8/23/1943,NaN,TRUE,8/23/1943,,77,NaN
Rocco Prestia,Electric bass,3/7/1951,NaN,TRUE,3/7/1951,,69,NaN
Jodi Proznick,Upright bass,10/23/1975,NaN,TRUE,10/23/1975,,44,NaN
Chuck Rainey,Electric bass,6/17/1940,NaN,TRUE,6/17/1940,,80,NaN
Steinar Raknes,Upright bass,3/22/1975,NaN,TRUE,3/22/1975,,45,NaN
Gene Ramey,Upright bass,1913,1984,FALSE,1/1/1913,1/1/1984,70,Heart Attack
Nat Reeves,Upright bass,1955,NaN,TRUE,1/1/1955,,65,NaN
Rufus Reid,Upright bass,2/10/1944,NaN,TRUE,2/10/1944,,76,NaN
Marius Reksjø,Upright bass,10/3/1973,NaN,TRUE,10/3/1973,,46,NaN
Eric Revis,Upright bass,5/31/1967,NaN,TRUE,5/31/1967,,53,NaN
Jim Richardson,Upright bass,1941,NaN,TRUE,1/1/1941,,79,NaN
Georg Riedel,Upright bass,1/8/1934,NaN,TRUE,1/8/1934,,86,NaN
Steve Rodby,Upright bass,12/9/1954,NaN,TRUE,12/9/1954,,65,NaN
Reuben Rogers,Upright bass,11/15/1974,NaN,TRUE,11/15/1974,,45,NaN
Gabe Rosales,Electric bass,11/17/1978,NaN,TRUE,11/17/1978,,41,NaN
Howard Rumsey,Upright bass,11/7/1917,7/15/2015,FALSE,11/7/1917,7/15/2015,97,Pneumonia
Daryl Runswick,Upright bass,1946,NaN,TRUE,1/1/1946,,74,NaN
Curley Russell,Upright bass,3/19/1917,7/3/1986,FALSE,3/19/1917,7/3/1986,69,Emphysema
Harvie S,Upright bass,12/6/1948,NaN,TRUE,12/6/1948,,71,NaN
Igor Saavedra,Upright bass,5/31/1966,NaN,TRUE,5/31/1966,,54,NaN
Eddie Safranski,Upright bass,1918,1974,FALSE,1/1/1918,1/1/1974,56,NaN
Ole Marius Sandberg,Upright bass,10/26/1975,NaN,TRUE,10/26/1975,,44,NaN
Fernando Saunders,Electric bass,1957,NaN,TRUE,1/1/1957,,63,NaN
Patrick Scales,Electric bass,3/24/1965,NaN,TRUE,3/24/1965,,55,NaN
Lynn Seaton,Upright bass,7/18/1957,NaN,TRUE,7/18/1957,,63,NaN
Clarence Seay,Upright bass,1957,NaN,TRUE,1/1/1957,,63,NaN
Karl E. H. Seigfried,Upright bass,3/8/1973,NaN,TRUE,3/8/1973,,47,NaN
Pat Senatore,Upright bass,8/19/1935,NaN,TRUE,8/19/1935,,85,NaN
Avery Sharpe,Upright bass,8/23/1954,NaN,TRUE,8/23/1954,,66,NaN
Arvell Shaw,Upright bass,1923,2002,FALSE,1/1/1923,1/1/2002,79,NaN
Alan Silva,Upright bass,1/22/1939,NaN,TRUE,1/22/1939,,81,NaN
John Simmons,Upright bass,6/14/1918,9/19/1979,FALSE,6/14/1918,9/19/1979,61,NaN
Andy Simpkins,Upright bass,4/29/1932,6/2/1999,FALSE,4/29/1932,6/2/1999,67,Cancer (Stomach)
Len Skeat,Upright bass,2/9/1937,NaN,TRUE,2/9/1937,,83,NaN
Audun Skorgen,Upright bass,2/26/1967,NaN,TRUE,2/26/1967,,53,NaN
Baard Slagsvold,Vocals,8/31/1963,NaN,TRUE,8/31/1963,,57,NaN
Carson Smith,Upright bass,1/9/1931,11/2/1997,FALSE,1/9/1931,11/2/1997,66,Cancer
Putter Smith,Upright bass,1/19/1941,NaN,TRUE,1/19/1941,,79,NaN
Teddy Smith,Upright bass,1932,1979,FALSE,1/1/1932,1/1/1979,47,NaN
Esperanza Spalding,Upright bass,10/18/1984,NaN,TRUE,10/18/1984,,35,NaN
Victor Sproles,Upright bass,1927,2005,FALSE,1/1/1927,1/1/2005,78,NaN
"Leroy ""Slam"" Stewart",Upright bass,9/21/1914,12/10/1987,FALSE,9/21/1914,12/10/1987,73,Heart Failure
Øyvind Storesund,Vocals,3/9/1974,NaN,TRUE,3/9/1974,,46,NaN
Jon Rune Strøm,Upright bass,1/29/1985,NaN,TRUE,1/29/1985,,35,NaN
Ted Sturgis,Upright bass,1913,1995,FALSE,1/1/1913,1/1/1995,82,NaN
Ike Sturm,Upright bass,6/29/1978,NaN,TRUE,6/29/1978,,42,NaN
Christian Meaas Svendsen,Upright bass,2/26/1988,NaN,TRUE,2/26/1988,,32,NaN
Neil Swainson,Upright bass,11/15/1955,NaN,TRUE,11/15/1955,,64,NaN
Steve Swallow,Electric bass,10/4/1940,NaN,TRUE,10/4/1940,,79,NaN
Jamaaladeen Tacuma,Electric bass,6/11/1956,NaN,TRUE,6/11/1956,,64,NaN
Carl Frederick Tandberg,Bass fiddle,3/22/1910,8/26/1988,FALSE,3/22/1910,8/26/1988,78,Heart Attack
Sandra Riley Tang,Upright bass,1990,NaN,TRUE,1/1/1990,,30,NaN
Ares Tavolazzi,Upright bass,1948,NaN,TRUE,1/1/1948,,72,NaN
Billy Taylor,Upright bass,1906,1986,FALSE,1/1/1906,1/1/1986,80,NaN
Dylan Taylor,Upright bass,3/29/1960,NaN,TRUE,3/29/1960,,60,NaN
Henri Texier,Upright bass,1/27/1945,NaN,TRUE,1/27/1945,,75,NaN
Kostas Theodorou,Upright bass,1965,NaN,TRUE,1/1/1965,,55,NaN
Danny Thompson,Upright bass,4/4/1939,NaN,TRUE,4/4/1939,,81,NaN
Don Thompson,Upright bass,1/18/1940,NaN,TRUE,1/18/1940,,80,NaN
Magne Thormodsæter,Upright bass,7/8/1973,NaN,TRUE,7/8/1973,,47,NaN
Wayman Tisdale,Upright bass,1964,2009,FALSE,1/1/1964,1/1/2009,45,Cancer (Bone)
Brian Torff,Upright bass,3/16/1954,NaN,TRUE,3/16/1954,,66,NaN
Frank Tusa,Upright bass,1947,NaN,TRUE,1/1/1947,,73,NaN
Bjørnar Kaldefoss Tveite,Upright bass,10/12/1987,NaN,TRUE,10/12/1987,,32,NaN
Tyler Joseph,Upright bass,1988,NaN,TRUE,1/1/1988,,32,NaN
Sigurd Ulveseth,Upright bass,7/13/1953,NaN,TRUE,7/13/1953,,67,NaN
Phil Upchurch,Upright bass,1941,NaN,TRUE,1/1/1941,,79,NaN
Ole Morten Vågan,Upright bass,5/8/1979,NaN,TRUE,5/8/1979,,41,NaN
Hein van de Geyn,Upright bass,7/18/1956,NaN,TRUE,7/18/1956,,64,NaN
Terje Venaas,Upright bass,3/30/1947,NaN,TRUE,3/30/1947,,73,NaN
Mads Vinding,Upright bass,12/7/1948,NaN,TRUE,12/7/1948,,71,NaN
Leroy Vinnegar,Upright bass,7/13/1928,8/3/1999,FALSE,7/13/1928,8/3/1999,71,Heart Attack
Miroslav Vitous,Upright bass,12/6/1947,NaN,TRUE,12/6/1947,,72,NaN
Louis Vola,Upright bass,7/6/1902,1990,FALSE,7/6/1902,1/1/1990,87,NaN
Ellen Andrea Wang,Vocals,10/10/1986,NaN,TRUE,10/10/1986,,33,NaN
Wilbur Ware,Upright bass,9/8/1923,9/9/1979,FALSE,9/8/1923,9/9/1979,56,Emphysema
Butch Warren,Upright bass,8/9/1939,10/5/2013,FALSE,8/9/1939,10/5/2013,74,Cancer (Lung)
Peter Washington,Upright bass,8/28/1964,NaN,TRUE,8/28/1964,,56,NaN
Rob Wasserman,Upright bass,4/1/1952,6/29/2016,FALSE,4/1/1952,6/29/2016,64,NaN
Doug Watkins,Upright bass,3/2/1934,2/5/1962,FALSE,3/2/1934,2/5/1962,27,Car Accident
Hank Wayland,Upright bass,1906,1983,FALSE,1/1/1906,1/1/1983,77,Cancer (Colon)
Eberhard Weber,Upright bass,1/22/1940,NaN,TRUE,1/22/1940,,80,NaN
Rodney Whitaker,Upright bass,2/22/1968,NaN,TRUE,2/22/1968,,52,NaN
Andrew White,Saxophone,9/6/1942,NaN,TRUE,9/6/1942,,78,NaN
Chris White,Upright bass,1936,2014,FALSE,1/1/1936,1/1/2014,78,NaN
Tal Wilkenfeld,Electric bass,12/2/1986,NaN,TRUE,12/2/1986,,33,NaN
Buster Williams,Upright bass,4/17/1942,NaN,TRUE,4/17/1942,,78,NaN
"David ""Happy"" Williams",Upright bass,9/17/1946,NaN,TRUE,9/17/1946,,74,NaN
Gary Willis,Upright bass,1957,NaN,TRUE,1/1/1957,,63,NaN
Quinn Wilson,Violin,12/26/1908,6/14/1978,FALSE,12/26/1908,6/14/1978,69,NaN
Ben Wolfe,Upright bass,8/3/1962,NaN,TRUE,8/3/1962,,58,NaN
Jimmy Woode,Upright bass,1926,2005,FALSE,1/1/1926,1/1/2005,79,Surgery Complications
Victor Lemonte Wooten,Electric bass,9/11/1964,NaN,TRUE,9/11/1964,,56,NaN
Reggie Workman,Upright bass,6/26/1937,NaN,TRUE,6/26/1937,,83,NaN
Eugene Wright,Upright bass,5/29/1923,NaN,TRUE,5/29/1923,,97,NaN
Walt Yoder,Upright bass,4/21/1914,12/2/1978,FALSE,4/21/1914,12/2/1978,64,NaN
Eldee Young,Upright bass,1936,2007,FALSE,1/1/1936,1/1/2007,71,Heart Attack
Per Zanussi,Upright bass,1/31/1977,NaN,TRUE,1/31/1977,,43,NaN
Chester Zardis,Upright bass,1900,1990,FALSE,1/1/1900,1/1/1990,90,NaN
Stuart Zender,Upright bass,3/18/1974,NaN,TRUE,3/18/1974,,46,NaN
