artist,instrument,birthdate,deathdate,alive,bday_dt,dday_dt,age_yrs,cause_of_death
George Spanos,Drums,1905-06-01,NaN,TRUE,1979-01-01,NaN,41,NaN
Ronnie Stephenson,Drums,1937-01-26,2002-08-08,FALSE,1937-01-26,2002-08-08,65,NaN
John Stevens,Drums,1940-06-10,1994-09-13,FALSE,1940-06-10,1994-09-13,54,NaN
Bill Stewart,Drums,1966-10-18,NaN,TRUE,1966-10-18,NaN,53,NaN
Alvin Stoller,Drums,1925-10-07,1992-10-19,FALSE,1925-10-07,1992-10-19,67,NaN
Isak Strand,Drums,1982-03-08,NaN,TRUE,1982-03-08,NaN,38,NaN
Thomas Strønen,Drums,1972-12-07,NaN,TRUE,1972-12-07,NaN,47,NaN
Norbert Susemihl,Trumpet,1956-08-26,NaN,TRUE,1956-08-26,NaN,64,NaN
Grady Tate,Drums,1932-01-14,2017-10-08,FALSE,1932-01-14,2017-10-08,85,Alzheimer's
Art Taylor,Drums,1929-04-06,1995-02-06,FALSE,1929-04-06,1995-02-06,65,NaN
Ed Thigpen,Drums,1930-12-28,2010-01-13,FALSE,1930-12-28,2010-01-13,79,NaN
Chester Thompson,Drums,1948-12-11,NaN,TRUE,1948-12-11,NaN,71,NaN
Cal Tjader,Vibraphone,1925-07-16,1982-05-05,FALSE,1925-07-16,1982-05-05,56,Heart Attack
Dave Tough,Drums,1907-04-26,1948-12-09,FALSE,1907-04-26,1948-12-09,41,Fall
Trevor Tomkins,Drums,1941-05-12,NaN,TRUE,1941-05-12,NaN,79,NaN
Vinson Valega,Drums,1905-05-18,NaN,TRUE,1965-01-01,NaN,55,NaN
Ronnie Verrell,Drums,1926-02-21,1905-06-24,FALSE,1926-02-21,2002-01-01,75,Infection
Edward Vesala,Drums,1945-02-15,1999-12-04,FALSE,1945-02-15,1999-12-04,54,Heart Failure
Tommy Vig,Percussion,1938-07-14,NaN,TRUE,1938-07-14,NaN,82,NaN
Chad Wackerman,Drums,1960-03-25,NaN,TRUE,1960-03-25,NaN,60,NaN
Fredrik Wallumrød,Drums,1973-09-21,NaN,TRUE,1973-09-21,NaN,47,NaN
Kenny Washington,Drums,1958-05-29,NaN,TRUE,1958-05-29,NaN,62,NaN
"Jeff ""Tain"" Watts",Drums,1905-05-13,NaN,TRUE,1960-01-01,NaN,60,NaN
Chick Webb,Drums,1905-02-10,1939-06-16,FALSE,1905-02-10,1939-06-16,34,Pott Disease
Dave Weckl,Drums,1960-01-08,NaN,TRUE,1960-01-08,NaN,60,NaN
Paul Wertico,Drums,1953-01-05,NaN,TRUE,1953-01-05,NaN,67,NaN
Lenny White,Drums,1949-12-19,NaN,TRUE,1949-12-19,NaN,70,NaN
Maurice White,Vocals,1941-12-19,2016-02-04,FALSE,1941-12-19,2016-02-04,74,Parkinson's
Steve White,Drums,1965-05-31,NaN,TRUE,1965-05-31,NaN,55,NaN
Andreas Wildhagen,Drums,1988-07-31,NaN,TRUE,1988-07-31,NaN,32,NaN
Jeff Williams,Drums,1950-07-06,NaN,TRUE,1950-07-06,NaN,70,NaN
Johnny Williams,Drums,1905-11-15,1985-10-19,FALSE,1905-11-15,1985-10-19,79,NaN
Tony Williams,Drums,1945-12-12,1997-02-23,FALSE,1945-12-12,1997-02-23,51,Heart Attack
Ingar Zach,Drums,1971-06-29,NaN,TRUE,1971-06-29,NaN,49,NaN
