artist,instrument,birthdate,deathdate,alive,bday_dt,dday_dt,age_yrs,cause_of_death
John Parricelli,Guitar,1959-04-05,NaN,True,1959-04-05,NaN,61,NaN
Joe Pass,Guitar,1929-01-13,1994-05-23,False,1929-01-13,1994-05-23,65,Cancer (Liver)
Rosa Passos,Guitar,1952-04-13,NaN,True,1952-04-13,NaN,68,NaN
Ralph Patt,Guitar,1929-12-05,2010-10-06,False,1929-12-05,2010-10-06,80,Cancer (Kidney)
Les Paul,Vocals,1915-06-09,2009-08-12,False,1915-06-09,2009-08-12,94,Pneumonia
Oscar Peñas,Guitar,1972-08-13,NaN,True,1972-08-13,NaN,48,NaN
Jack Petersen,Guitar,1933-10-25,NaN,True,1933-10-25,NaN,86,NaN
Reynold Philipsek,Guitar,1952-12-08,NaN,True,1952-12-08,NaN,67,NaN
John Pisano,Guitar,1931-02-06,NaN,True,1931-02-06,NaN,89,NaN
Bill Pitman,Guitar,1920-02-12,NaN,True,1920-02-12,NaN,100,NaN
Bucky Pizzarelli,Guitar,1926-01-09,2020-04-01,False,1926-01-09,2020-04-01,94,COVID-19
John Pizzarelli,Guitar,1960-04-06,NaN,True,1960-04-06,NaN,60,NaN
Jimmy Ponder,Guitar,1946-05-10,2013-09-16,False,1946-05-10,2013-09-16,67,Cancer (Lung)
Kenny Poole,Guitar,1947-01-01,2006-05-27,False,1947-01-01,2006-05-27,73,NaN
Baden Powell,Guitar,1937-08-06,2000-09-26,False,1937-08-06,2000-09-26,63,Pneumonia
Jeanfrançois Prins,Guitar,1967-02-18,NaN,True,1967-02-18,NaN,53,NaN
Joe Puma,Guitar,1927-08-13,2000-05-31,False,1927-08-13,2000-05-31,72,NaN
Snoozer Quinn,Guitar,1907-01-01,1949-04-21,False,1907-01-01,1949-04-21,42,Tuberculosis
Adam Rafferty,Guitar,1969-01-26,NaN,True,1969-01-26,NaN,51,NaN
Doug Raney,Guitar,1956-08-29,2016-05-01,False,1956-08-29,2016-05-01,59,Heart Failure
Jimmy Raney,Guitar,1927-08-20,1995-05-09,False,1927-08-20,1995-05-09,67,Heart Failure
Ernest Ranglin,Guitar,1932-06-19,NaN,True,1932-06-19,NaN,88,NaN
Hans Reichel,Guitar,1949-05-10,2011-11-22,False,1949-05-10,2011-11-22,62,NaN
Babik Reinhardt,Guitar,1944-06-08,2001-11-12,False,1944-06-08,2001-11-12,57,Heart Attack
Django Reinhardt,Guitar,1910-01-23,1953-05-16,False,1910-01-23,1953-05-16,43,Brain Hemorrhage
Joseph Reinhardt,Guitar,1912-03-01,1982-02-07,False,1912-03-01,1982-02-07,69,NaN
Lousson Reinhardt,Guitar,1929-01-01,1992-01-01,False,1929-01-01,1992-01-01,63,NaN
Nitcho Reinhardt,Guitar,1988-04-22,NaN,True,1988-04-22,NaN,32,NaN
Emily Remler,Guitar,1957-09-18,1990-05-04,False,1957-09-18,1990-05-04,32,Heart Failure
Allan Reuss,Guitar,1915-06-15,1988-06-04,False,1915-06-15,1988-06-04,72,NaN
Alvino Rey,Guitar,1908-07-01,2004-02-24,False,1908-07-01,2004-02-24,95,Heart Failure
Marc Ribot,Guitar,1954-05-21,NaN,True,1954-05-21,NaN,66,NaN
Lee Ritenour,Guitar,1951-01-11,NaN,True,1951-01-11,NaN,69,NaN
Howard Roberts,Guitar,1929-10-02,1992-06-28,False,1929-10-02,1992-06-28,62,Cancer (Prostate)
Duke Robillard,Guitar,1948-10-04,NaN,True,1948-10-04,NaN,72,NaN
Jimmy Rosenberg,Guitar,1980-04-10,NaN,True,1980-04-10,NaN,40,NaN
Stochelo Rosenberg,Guitar,1968-02-19,NaN,True,1968-02-19,NaN,52,NaN
Kurt Rosenwinkel,Guitar,1970-10-28,NaN,True,1970-10-28,NaN,49,NaN
Ray Russell,Guitar,1947-04-04,NaN,True,1947-04-04,NaN,73,NaN
Art Ryerson,Guitar,1913-05-22,2004-10-27,False,1913-05-22,2004-10-27,91,NaN
Terje Rypdal,Guitar,1947-08-23,NaN,True,1947-08-23,NaN,73,NaN
Michael Sagmeister,Guitar,1959-07-27,NaN,True,1959-07-27,NaN,61,NaN
Luis Salinas,Guitar,1957-06-24,NaN,True,1957-06-24,NaN,63,NaN
Dennis Sandole,Guitar,1913-09-29,2000-09-30,False,1913-09-29,2000-09-30,87,NaN
Gray Sargent,Guitar,1953-06-10,NaN,True,1953-06-10,NaN,67,NaN
Paulus Schäfer,Guitar,1978-03-31,NaN,True,1978-03-31,NaN,42,NaN
Dorado Schmitt,Guitar,1957-05-29,NaN,True,1957-05-29,NaN,63,NaN
Diknu Schneeberger,Guitar,1990-01-17,NaN,True,1990-01-17,NaN,30,NaN
Thornel Schwartz,Guitar,1927-05-29,1977-12-30,False,1927-05-29,1977-12-30,50,NaN
John Scofield,Guitar,1951-12-26,NaN,True,1951-12-26,NaN,68,NaN
Bud Scott,Guitar,1890-01-11,1949-07-02,False,1890-01-11,1949-07-02,59,Stroke
Bola Sete,Guitar,1923-07-16,1987-02-14,False,1923-07-16,1987-02-14,63,Cancer (Lung)
Brian Setzer,Guitar,1959-04-10,NaN,True,1959-04-10,NaN,61,NaN
Eldon Shamblin,Guitar,1916-04-24,1998-08-05,False,1916-04-24,1998-08-05,82,NaN
Elliott Sharp,Guitar,1951-03-01,NaN,True,1951-03-01,NaN,69,NaN
Sonny Sharrock,Guitar,1940-08-27,1994-05-25,False,1940-08-27,1994-05-25,53,Heart Attack
Brad Shepik,Guitar,1966-02-13,NaN,True,1966-02-13,NaN,54,NaN
Jimmy Shirley,Guitar,1913-05-31,1989-12-03,False,1913-05-31,1989-12-03,76,NaN
Roy Smeck,Guitar,1900-02-06,1994-04-05,False,1900-02-06,1994-04-05,94,NaN
Jarek ?mietana,Guitar,1951-03-29,2013-09-02,False,1951-03-29,2013-09-02,62,NaN
Floyd Smith,Guitar,1917-01-25,1982-03-29,False,1917-01-25,1982-03-29,65,NaN
Johnny Smith,Guitar,1922-06-25,2013-06-11,False,1922-06-25,2013-06-11,90,Fall
Terry Smith,Guitar,1943-05-20,NaN,True,1943-05-20,NaN,77,NaN
Ferenc Snétberger,Guitar,1957-02-06,NaN,True,1957-02-06,NaN,63,NaN
Fabrizio Sotti,Guitar,1975-04-27,NaN,True,1975-04-27,NaN,45,NaN
Les Spann,Guitar,1932-05-23,1989-01-24,False,1932-05-23,1989-01-24,56,NaN
Melvin Sparks,Guitar,1946-03-22,2011-03-15,False,1946-03-22,2011-03-15,64,Diabetes
Russ Spiegel,Guitar,1962-03-30,NaN,True,1962-03-30,NaN,58,NaN
Peter Sprague,Guitar,1955-10-11,NaN,True,1955-10-11,NaN,64,NaN
Chris Standring,Guitar,1960-12-01,NaN,True,1960-12-01,NaN,59,NaN
Joscho Stephan,Guitar,1979-06-23,NaN,True,1979-06-23,NaN,41,NaN
Leni Stern,Guitar,1952-04-28,NaN,True,1952-04-28,NaN,68,NaN
Mike Stern,Guitar,1953-01-10,NaN,True,1953-01-10,NaN,67,NaN
Jimmy Stewart,Guitar,1937-09-08,NaN,True,1937-09-08,NaN,83,NaN
Louis Stewart,Guitar,1944-01-05,2016-08-20,False,1944-01-05,2016-08-20,72,NaN
John Stowell,Guitar,1950-07-30,NaN,True,1950-07-30,NaN,70,NaN
Dave Stryker,Guitar,1957-03-30,NaN,True,1957-03-30,NaN,63,NaN
Rory Stuart,Guitar,1956-01-09,NaN,True,1956-01-09,NaN,64,NaN
Monnette Sudler,Guitar,1952-06-05,NaN,True,1952-06-05,NaN,68,NaN
Andy Summers,Guitar,1942-12-31,NaN,True,1942-12-31,NaN,77,NaN
Nelson Symonds,Guitar,1933-09-24,2008-10-11,False,1933-09-24,2008-10-11,75,Heart Attack
Gábor Szabó,Guitar,1936-03-08,1982-02-26,False,1936-03-08,1982-02-26,45,NaN
Martin Taylor,Guitar,1956-10-20,NaN,True,1956-10-20,NaN,63,NaN
Tommy Tedesco,Guitar,1930-07-03,1997-11-10,False,1930-07-03,1997-11-10,67,Cancer (Lung)
Sister Rosetta Tharpe,Vocals,1915-03-20,1973-10-09,False,1915-03-20,1973-10-09,58,Stroke
Toots Thielemans,Guitar,1922-04-29,2016-08-22,False,1922-04-29,2016-08-22,94,NaN
René Thomas,Guitar,1927-02-25,1975-01-03,False,1927-02-25,1975-01-03,47,Heart Attack
Jukka Tolonen,Guitar,1952-04-16,NaN,True,1952-04-16,NaN,68,NaN
David Torn,Guitar,1953-05-26,NaN,True,1953-05-26,NaN,67,NaN
Roberto Tola,Guitar,1966-08-05,NaN,True,1966-08-05,NaN,54,NaN
Ralph Towner,Guitar,1940-03-01,NaN,True,1940-03-01,NaN,80,NaN
David Tronzo,Guitar,1957-12-13,NaN,True,1957-12-13,NaN,62,NaN
John Tropea,Guitar,1946-01-07,NaN,True,1946-01-07,NaN,74,NaN
James Blood Ulmer,Guitar,1940-02-08,NaN,True,1940-02-08,NaN,80,NaN
Phil Upchurch,Guitar,1941-07-19,NaN,True,1941-07-19,NaN,79,NaN
George Van Eps,Guitar,1913-08-07,1998-11-29,False,1913-08-07,1998-11-29,85,Pneumonia
Jesse van Ruller,Guitar,1972-01-21,NaN,True,1972-01-21,NaN,48,NaN
Rick Vandivier,Guitar,1954-10-18,NaN,True,1954-10-18,NaN,65,NaN
Frank Vignola,Guitar,1965-12-30,NaN,True,1965-12-30,NaN,54,NaN
Al Viola,Guitar,1919-06-16,2007-02-21,False,1919-06-16,2007-02-21,87,Cancer
Harry Volpe,Guitar,1904-04-07,1995-01-16,False,1904-04-07,1995-01-16,90,NaN
Ulf Wakenius,Guitar,1958-04-16,NaN,True,1958-04-16,NaN,62,NaN
Mike Walker,Guitar,1962-07-10,NaN,True,1962-07-10,NaN,58,NaN
Leonard Ware,Guitar,1909-12-28,1974-03-30,False,1909-12-28,1974-03-30,64,NaN
Kazumi Watanabe,Guitar,1953-10-14,NaN,True,1953-10-14,NaN,66,NaN
Chuck Wayne,Guitar,1923-02-27,1997-07-29,False,1923-02-27,1997-07-29,74,Emphysema
Lloyd Wells,Guitar,1938-04-22,NaN,True,1938-04-22,NaN,82,NaN
Peter White,Guitar,1954-09-20,NaN,True,1954-09-20,NaN,66,NaN
Mark Whitfield,Guitar,1966-10-06,NaN,True,1966-10-06,NaN,54,NaN
Jack Wilkins,Guitar,1944-06-04,NaN,True,1944-06-04,NaN,76,NaN
Staffan William-Olsson,Guitar,1959-12-13,NaN,True,1959-12-13,NaN,60,NaN
Anthony Wilson,Guitar,1968-05-09,NaN,True,1968-05-09,NaN,52,NaN
Stephane Wrembel,Guitar,1974-02-27,NaN,True,1974-02-27,NaN,46,NaN
Denny Wright,Guitar,1924-05-06,1992-02-08,False,1924-05-06,1992-02-08,67,Cancer (Bladder)
Jimmy Wyble,Guitar,1922-01-25,2010-01-16,False,1922-01-25,2010-01-16,87,NaN
Attila Zoller,Guitar,1927-06-13,1998-01-25,False,1927-06-13,1998-01-25,70,NaN
