artist,instrument,birthdate,deathdate,alive,bday_dt,dday_dt,age_yrs,cause_of_death
Bjørn Johansen,Baritone saxophone,5/23/1940,5/6/2002,FALSE,1940-05-23,2002-05-06,61,NaN
Bill Johnson,Alto saxophone,9/30/1912,7/5/1960,FALSE,1912-09-30,1960-07-05,47,Cancer (Lung)
Budd Johnson,Tenor saxophone,12/14/1910,10/20/1984,FALSE,1910-12-14,1984-10-20,73,Heart Attack
"Edward ""Kidd"" Jordan",Alto saxophone,5/5/1935,NaN,TRUE,1935-05-05,,85,NaN
Louis Jordan,Alto saxophone,7/8/1908,2/4/1975,FALSE,1908-07-08,1975-02-04,66,Heart Attack
Jackiem Joyner,Saxophone,2/9/1980,NaN,TRUE,1980-02-09,,40,NaN
Richie Kamuca,Tenor saxophone,7/23/1930,7/22/1977,FALSE,1930-07-23,1977-07-22,46,Cancer
Gary Keller,Alto saxophone,10/7/1953,,TRUE,1953-10-07,,67,NaN
Robin Kenyatta,Alto saxophone,1942,NaN,TRUE,1942-01-01,,78,NaN
Pete King,Tenor saxophone,1929,2009,FALSE,1929-01-01,2009-01-01,80,NaN
Peter King,Alto saxophone,1940,8/23/2020,FALSE,1940-01-01,2020-08-23,80,NaN
Rosa King,Tenor saxophone,3/14/1939,12/12/2000,FALSE,1939-03-14,2000-12-12,61,Pneumonia
Niels Klein,Tenor saxophone,1978,NaN,TRUE,1978-01-01,,42,NaN
Kåre Kolve,Tenor saxophone,8/10/1967,NaN,TRUE,1967-08-10,,53,NaN
Håkon Kornstad,Vocals,4/5/1977,NaN,TRUE,1977-04-05,,43,NaN
Rahsaan Roland Kirk,Tenor saxophone,8/7/1935,12/5/1977,FALSE,1935-08-07,1977-12-05,42,Stroke
John Klemmer,Tenor saxophone,7/3/1946,NaN,TRUE,1946-07-03,,74,NaN
Eric Kloss,Alto saxophone,1949,NaN,TRUE,1949-01-01,,71,NaN
Kaori Kobayashi,Alto saxophone,10/20/1981,NaN,TRUE,1981-10-20,,38,NaN
Dave Koz,Alto saxophone,3/27/1963,NaN,TRUE,1963-03-27,,57,NaN
Sigurd Køhn,Alto saxophone,8/6/1959,12/26/2004,FALSE,1959-08-06,2004-12-26,45,Drowned
Lee Konitz,Alto saxophone,10/13/1927,4/15/2020,FALSE,1927-10-13,2020-04-15,92,COVID-19
Bjørn Kruse,Alto saxophone,8/14/1946,NaN,TRUE,1946-08-14,,74,NaN
Fela Kuti,Tenor saxophone,10/15/1938,8/2/1997,FALSE,1938-10-15,1997-08-02,58,HIV/AIDS
Steve Lacy,Soprano saxophone,7/23/1934,6/4/2004,FALSE,1934-07-23,2004-06-04,69,Cancer (Liver)
Oliver Lake,Alto saxophone,9/14/1942,NaN,TRUE,1942-09-14,,78,NaN
Harold Land,Tenor saxophone,12/18/1928,7/27/2001,FALSE,1928-12-18,2001-07-27,72,Stroke
Brian Landrus,Baritone saxophone,9/14/1978,NaN,TRUE,1978-09-14,,42,NaN
Charley Langer,Saxophone,1962,NaN,TRUE,1962-01-01,,58,NaN
Don Lanphere,Tenor saxophone,6/26/1928,10/9/2003,FALSE,1928-06-26,2003-10-09,75,Hepatitis C
Prince Lasha,Alto saxophone,9/10/1929,12/12/2008,FALSE,1929-09-10,2008-12-12,79,NaN
Harald Lassen,Tenor saxophone,3/13/1987,NaN,TRUE,1987-03-13,,33,NaN
Yusef Lateef,Tenor saxophone,10/9/1920,12/23/2013,FALSE,1920-10-09,2013-12-23,93,Cancer (Prostate)
Azar Lawrence,Tenor saxophone,1952,NaN,TRUE,1952-01-01,,68,NaN
Ronnie Laws,Alto saxophone,10/3/1950,NaN,TRUE,1950-10-03,,70,NaN
Dave Liebman,Tenor saxophone,9/4/1946,NaN,TRUE,1946-09-04,,74,NaN
Erica Lindsay,Soprano saxophone,6/5/1955,NaN,TRUE,1955-06-05,,65,NaN
Michael Lington,Saxophone,6/11/1969,NaN,TRUE,1969-06-11,,51,NaN
Fred Lipsius,Alto saxophone,1945,NaN,TRUE,1945-01-01,,75,NaN
Zachary Lipton,Soprano saxophone,1985,NaN,TRUE,1985-01-01,,35,NaN
Charles Lloyd,Tenor saxophone,3/15/1938,NaN,TRUE,1938-03-15,,82,NaN
Mornington Lockett,Tenor saxophone,1961,NaN,TRUE,1961-01-01,,59,NaN
Joe Lovano,Tenor saxophone,12/29/1952,NaN,TRUE,1952-12-29,,67,NaN
Preston Love,Alto saxophone,4/26/1921,2/12/2004,FALSE,1921-04-26,2004-02-12,82,Cancer (Prostate)
Håvard Lund,Soprano saxophone,10/20/1970,NaN,TRUE,1970-10-20,,49,NaN
Graeme Lyall,Alto saxophone,1/25/1942,NaN,TRUE,1942-01-25,,78,NaN
Jimmy Lyons,Alto saxophone,12/1/1931,5/19/1986,FALSE,1931-12-01,1986-05-19,54,Cancer (Lung)
Geir Lysne,Soprano saxophone,10/9/1965,NaN,TRUE,1965-10-09,,54,NaN
Teo Macero,Tenor saxophone,10/30/1925,2/19/2008,FALSE,1925-10-30,2008-02-19,82,Pneumonia
Fraser MacPherson,Tenor saxophone,4/10/1928,9/27/1993,FALSE,1928-04-10,1993-09-27,65,NaN
Rudresh Mahanthappa,Alto saxophone,5/4/1971,NaN,TRUE,1971-05-04,,49,NaN
Joe Maini,Alto saxophone,1930,1964,FALSE,1930-01-01,1964-01-01,33,Firearms accident
Didier Malherbe,Flute,1/22/1943,NaN,TRUE,1943-01-22,,77,NaN
"Steve ""The Count"" Marcus",Tenor saxophone,1939,2005,FALSE,1939-01-01,2005-01-01,66,NaN
Charlie Mariano,Alto saxophone,11/12/1923,6/16/2009,FALSE,1923-11-12,2009-06-16,85,Cancer
Eric Marienthal,Saxophone,12/19/1957,NaN,TRUE,1957-12-19,,62,NaN
"""Blue"" Lou Marini",Soprano saxophone,5/13/1945,NaN,TRUE,1945-05-13,,75,NaN
Branford Marsalis,Tenor saxophone,8/26/1960,NaN,TRUE,1960-08-26,,60,NaN
Warne Marsh,Tenor saxophone,10/26/1927,12/18/1987,FALSE,1927-10-26,1987-12-18,60,Heart Attack
Jørgen Mathisen,Tenor saxophone,12/27/1984,NaN,TRUE,1984-12-27,,35,NaN
Ole Mathisen,Tenor saxophone,2/13/1965,NaN,TRUE,1965-02-13,,55,NaN
Bennie Maupin,Tenor saxophone,8/29/1940,NaN,TRUE,1940-08-29,,80,NaN
Andy McGhee,Saxophone,11/3/1927,10/12/2017,FALSE,1927-11-03,2017-10-12,89,NaN
Kalaparusha Maurice McIntyre,Tenor saxophone,3/24/1936,11/9/2013,FALSE,1936-03-24,2013-11-09,77,NaN
Hal McKusick,Alto saxophone,1924,2012,FALSE,1924-01-01,2012-01-01,88,Natural Causes
Donny McCaslin,Tenor saxophone,8/11/1966,NaN,TRUE,1966-08-11,,54,NaN
Jackie McLean,Alto saxophone,5/17/1931,3/31/2006,FALSE,1931-05-17,2006-03-31,74,NaN
Charles McPherson,Alto saxophone,7/24/1939,NaN,TRUE,1939-07-24,,81,NaN
Getatchew Mekurya,Tenor saxophone,3/14/1935,4/4/2016,FALSE,1935-03-14,2016-04-04,81,Infection
Don Menza,Tenor saxophone,4/22/1936,NaN,TRUE,1936-04-22,,84,NaN
Bob Mintzer,Tenor saxophone,1/27/1953,NaN,TRUE,1953-01-27,,67,NaN
Roscoe Mitchell,Saxophone,8/3/1940,NaN,TRUE,1940-08-03,,80,NaN
Josephine Alexandra Mitchell,Saxophone,1903,1995,FALSE,1903-01-01,1995-01-01,92,NaN
Hank Mobley,Tenor saxophone,7/7/1930,5/30/1986,FALSE,1930-07-07,1986-05-30,55,Pneumonia
J. R. Monterose,Tenor saxophone,1/19/1927,9/16/1993,FALSE,1927-01-19,1993-09-16,66,NaN
James Moody,Tenor saxophone,3/26/1925,12/9/2010,FALSE,1925-03-26,2010-12-09,85,Cancer (Pancreas)
Frank Morgan,Alto saxophone,12/23/1933,12/14/2007,FALSE,1933-12-23,2007-12-14,73,Cancer (Colon)
Lanny Morgan,Alto saxophone,1934,NaN,TRUE,1934-01-01,,86,NaN
Dick Morrissey,Tenor saxophone,5/9/1940,11/8/2000,FALSE,1940-05-09,2000-11-08,60,Cancer
Kjetil Møster,Tenor saxophone,6/17/1976,NaN,TRUE,1976-06-17,,44,NaN
Gerry Mulligan,Baritone saxophone,4/6/1927,1/20/1996,FALSE,1927-04-06,1996-01-20,68,Surgery Complications
David Murray,Bass clarinet,2/19/1955,NaN,TRUE,1955-02-19,,65,NaN
Vido Musso,Tenor saxophone,1/16/1913,1/9/1982,FALSE,1913-01-16,1982-01-09,68,NaN
Bheki Mseleku,Piano,1955,9/9/2008,FALSE,1955-01-01,2008-09-09,53,NaN
Henry 'Boots' Mussulli,Alto saxophone,1915,1967,FALSE,1915-01-01,1967-01-01,52,Cancer
Najee,Soprano saxophone,11/4/1957,NaN,TRUE,1957-11-04,,62,NaN
Zbigniew Namys?owski,Alto saxophone,1939,NaN,TRUE,1939-01-01,,81,NaN
Ted Nash,Alto saxophone,12/28/1960,NaN,TRUE,1960-12-28,,59,NaN
Oliver Nelson,Soprano saxophone,6/4/1932,10/28/1975,FALSE,1932-06-04,1975-10-28,43,Heart Attack
Roger Neumann,Tenor saxophone,1940,NaN,TRUE,1940-01-01,,80,NaN
Bjarne Nerem,Tenor saxophone,7/31/1923,4/1/1991,FALSE,1923-07-31,1991-04-01,67,NaN
Marius Neset,Tenor saxophone,1/2/1985,NaN,TRUE,1985-01-02,,35,NaN
"David ""Fathead"" Newman",Tenor saxophone,2/24/1933,1/20/2009,FALSE,1933-02-24,2009-01-20,75,Cancer (Pancreas)
Lennie Niehaus,Alto saxophone,6/11/1929,5/28/2020,FALSE,1929-06-11,2020-05-28,90,NaN
Bodil Niska,Tenor saxophone,8/21/1954,NaN,TRUE,1954-08-21,,66,NaN
Sal Nistico,Tenor saxophone,1938,1991,FALSE,1938-01-01,1991-01-01,53,NaN
Luis Nubiola,Alto saxophone,5/28/1974,NaN,TRUE,1974-05-28,,46,NaN
Atle Nymo,Tenor saxophone,7/9/1977,NaN,TRUE,1977-07-09,,43,NaN
Frode Nymo,Alto saxophone,11/27/1975,NaN,TRUE,1975-11-27,,44,NaN
Rolf-Erik Nystrøm,Tenor saxophone,4/23/1975,NaN,TRUE,1975-04-23,,45,NaN
Dick Oatts,Soprano saxophone,4/2/1953,NaN,TRUE,1953-04-02,,67,NaN
Maciej Obara,Alto saxophone,12/18/1981,NaN,TRUE,1981-12-18,,38,NaN
Njål Ølnes,Tenor saxophone,9/24/1965,NaN,TRUE,1965-09-24,,55,NaN
Mike Osborne,Alto saxophone,9/28/1941,9/19/2007,FALSE,1941-09-28,2007-09-19,65,NaN
Greg Osby,Alto saxophone,8/3/1960,NaN,TRUE,1960-08-03,,60,NaN
Walter Parazaider,Alto saxophone,3/14/1945,NaN,TRUE,1945-03-14,,75,NaN
Jorge Pardo,Soprano saxophone,1956,NaN,TRUE,1956-01-01,,64,NaN
Charlie Parker,Alto saxophone,8/29/1920,3/12/1955,FALSE,1920-08-29,1955-03-12,34,Pneumonia
Evan Parker,Soprano saxophone,4/5/1944,NaN,TRUE,1944-04-05,,76,NaN
Leo Parker,Baritone saxophone,1925,1962,FALSE,1925-01-01,1962-01-01,37,Heart Attack
Maceo Parker,Alto saxophone,2/14/1943,NaN,TRUE,1943-02-14,,77,NaN
Derek Pascoe,Vocals,1957,NaN,TRUE,1957-01-01,,63,NaN
Jerome Don Pasquall,Alto saxophone,1902,1971,FALSE,1902-01-01,1971-01-01,69,NaN
Michel Pastre,Tenor saxophone,4/7/1966,NaN,TRUE,1966-04-07,,54,NaN
Hanna Paulsberg,Tenor saxophone,11/13/1987,NaN,TRUE,1987-11-13,,32,NaN
Arvid Gram Paulsen,Tenor saxophone,1/4/1922,4/11/1963,FALSE,1922-01-04,1963-04-11,41,NaN
Cecil Payne,Baritone saxophone,12/14/1922,11/27/2007,FALSE,1922-12-14,2007-11-27,84,Cancer (Prostate)
Art Pepper,Alto saxophone,9/1/1925,6/15/1982,FALSE,1925-09-01,1982-06-15,56,Stroke
Bill Perkins,Tenor saxophone,7/22/1924,8/10/2003,FALSE,1924-07-22,2003-08-10,79,Cancer
Rich Perry,Tenor saxophone,7/22/1955,NaN,TRUE,1955-07-22,,65,NaN
Eric Person,Alto saxophone,5/2/1963,NaN,TRUE,1963-05-02,,57,NaN
Houston Person,Tenor saxophone,11/10/1934,NaN,TRUE,1934-11-10,,85,NaN
Flip Phillips,Tenor saxophone,3/26/1915,8/17/2001,FALSE,1915-03-26,2001-08-17,86,NaN
Courtney Pine,Tenor saxophone,3/18/1964,NaN,TRUE,1964-03-18,,56,NaN
Bobby Plater,Alto saxophone,1914,1982,FALSE,1914-01-01,1982-01-01,68,NaN
Pony Poindexter,Saxophone,2/8/1926,4/14/1988,FALSE,1926-02-08,1988-04-14,62,NaN
Odean Pope,Tenor saxophone,10/24/1938,NaN,TRUE,1938-10-24,,81,NaN
Michel Portal,Tenor saxophone,11/27/1935,NaN,TRUE,1935-11-27,,84,NaN
Art Porter Jr.,Alto saxophone,8/3/1961,11/23/1996,FALSE,1961-08-03,1996-11-23,35,Drowned
Tineke Postma,Alto saxophone,8/31/1978,NaN,TRUE,1978-08-31,,42,NaN
Chris Potter,Tenor saxophone,1/1/1971,NaN,TRUE,1971-01-01,,49,NaN
Noah Preminger,Tenor saxophone,6/2/1986,NaN,TRUE,1986-06-02,,34,NaN
Russell Procope,Clarinet,8/11/1908,1/21/1981,FALSE,1908-08-11,1981-01-21,72,NaN
Dudu Pukwana,Alto saxophone,1938,6/30/1990,FALSE,1938-01-01,1990-06-30,51,Liver Failure
Rama IX of Thailand,Alto saxophone,1927,2016,FALSE,1927-01-01,2016-01-01,89,Kidney Failure
Boyd Raeburn,Bass saxophone,10/27/1913,8/2/1966,FALSE,1913-10-27,1966-08-02,52,Heart Attack
Bill Ramsay,Saxophone,1/12/1929,NaN,TRUE,1929-01-12,,91,NaN
Boots Randolph,Tenor saxophone,6/3/1927,7/3/2007,FALSE,1927-06-03,2007-07-03,80,Brain Hemorrhage
Nelson Rangell,Saxophone,3/26/1960,NaN,TRUE,1960-03-26,,60,NaN
Sonny Red,Alto saxophone,12/17/1932,3/20/1981,FALSE,1932-12-17,1981-03-20,48,NaN
Vi Redd,Alto saxophone,9/20/1928,NaN,TRUE,1928-09-20,,92,NaN
Dewey Redman,Tenor saxophone,5/17/1931,9/2/2006,FALSE,1931-05-17,2006-09-02,75,Liver Failure
Don Redman,Clarinet,7/29/1900,11/30/1964,FALSE,1900-07-29,1964-11-30,64,NaN
Joshua Redman,Tenor saxophone,2/1/1969,NaN,TRUE,1969-02-01,,51,NaN
Jerome Richardson,Alto saxophone,1920,2000,FALSE,1920-01-01,2000-01-01,80,Heart Failure
Jim Riggs,Saxophone,1941,NaN,TRUE,1941-01-01,,79,NaN
Knut Riisnæs,Tenor saxophone,11/13/1945,NaN,TRUE,1945-11-13,,74,NaN
Odd Riisnæs,Tenor saxophone,5/12/1953,NaN,TRUE,1953-05-12,,67,NaN
Sam Rivers,Tenor saxophone,9/25/1923,12/26/2011,FALSE,1923-09-25,2011-12-26,88,Pneumonia
Scott Robinson,Clarinet,4/27/1959,NaN,TRUE,1959-04-27,,61,NaN
Spike Robinson,Tenor saxophone,1/16/1930,10/29/2001,FALSE,1930-01-16,2001-10-29,71,NaN
Bob Rockwell,Tenor saxophone,1945,NaN,TRUE,1945-01-01,,75,NaN
André Roligheten,Tenor saxophone,1/2/1985,NaN,TRUE,1985-01-02,,35,NaN
Adrian Rollini,Bass saxophone,6/28/1903,5/15/1956,FALSE,1903-06-28,1956-05-15,52,Mercury Poisoning
Sonny Rollins,Tenor saxophone,9/7/1930,NaN,TRUE,1930-09-07,,90,NaN
Bruno Romani,Alto saxophone,1/9/1960,NaN,TRUE,1960-01-09,,60,NaN
Mette Henriette Martedatter Rølvåg,Tenor saxophone,1990,NaN,TRUE,1990-01-01,,30,NaN
Bernt Rosengren,Tenor saxophone,12/24/1937,NaN,TRUE,1937-12-24,,82,NaN
Ronnie Ross,Baritone saxophone,10/2/1933,12/12/1991,FALSE,1933-10-02,1991-12-12,58,Cancer
Charlie Rouse,Tenor saxophone,4/6/1924,11/30/1988,FALSE,1924-04-06,1988-11-30,64,Cancer (Lung)
Marshal Royal,Clarinet,12/5/1912,5/9/1995,FALSE,1912-12-05,1995-05-09,82,NaN
Jeff Rupert,Tenor saxophone,1964,NaN,TRUE,1964-01-01,,56,NaN
Joe Rushton,Bass saxophone,1907,1964,FALSE,1907-01-01,1964-01-01,57,NaN
Edgar Sampson,Alto saxophone,10/31/1907,1/16/1973,FALSE,1907-10-31,1973-01-16,65,NaN
David Sanborn,Alto saxophone,7/30/1945,NaN,TRUE,1945-07-30,,75,NaN
David Sánchez,Tenor saxophone,9/9/1968,NaN,TRUE,1968-09-09,,52,NaN
Pharoah Sanders,Tenor saxophone,10/13/1940,NaN,TRUE,1940-10-13,,79,NaN
Mario Schiano,Soprano saxophone,1933,2008,FALSE,1933-01-01,2008-01-01,74,NaN
David Schnitter,Tenor saxophone,3/19/1948,NaN,TRUE,1948-03-19,,72,NaN
Anton Schwartz,Tenor saxophone,7/16/1967,NaN,TRUE,1967-07-16,,53,NaN
Ronnie Scott,Tenor saxophone,1927,12/23/1996,FALSE,1927-01-01,1996-12-23,69,Overdose (Barbituates)
Tom Scott,Saxophone,5/19/1948,NaN,TRUE,1948-05-19,,72,NaN
Karl Seglem,Tenor saxophone,7/8/1961,NaN,TRUE,1961-07-08,,59,NaN
Trygve Seim,Tenor saxophone,4/25/1971,NaN,TRUE,1971-04-25,,49,NaN
Kristin Sevaldsen,Tenor saxophone,1/10/1966,NaN,TRUE,1966-01-10,,54,NaN
Bud Shank,Alto saxophone,5/27/1926,4/2/2009,FALSE,1926-05-27,2009-04-02,82,Pulmonary Embolism
Archie Shepp,Tenor saxophone,5/24/1937,NaN,TRUE,1937-05-24,,83,NaN
Andy Sheppard,Tenor saxophone,1/20/1957,NaN,TRUE,1957-01-20,,63,NaN
Sahib Shihab,Baritone saxophone,6/23/1925,10/24/1989,FALSE,1925-06-23,1989-10-24,64,NaN
Wayne Shorter,Tenor saxophone,8/25/1933,NaN,TRUE,1933-08-25,,87,NaN
Sonny Simmons,Alto saxophone,8/4/1933,NaN,TRUE,1933-08-04,,87,NaN
Zoot Sims,Tenor saxophone,10/29/1925,3/23/1985,FALSE,1925-10-29,1985-03-23,59,Cancer (Lung)
Guy Sion,Tenor saxophone,1980,NaN,TRUE,1980-01-01,,40,NaN
Alan Skidmore,Tenor saxophone,4/21/1942,NaN,TRUE,1942-04-21,,78,NaN
Steve Slagle,Alto saxophone,1951,NaN,TRUE,1951-01-01,,69,NaN
Ben Smith,Alto saxophone,1905,NaN,TRUE,1905-01-01,,115,NaN
Bill Smith,Soprano saxophone,5/12/1938,NaN,TRUE,1938-05-12,,82,NaN
Buster Smith,Alto saxophone,8/24/1904,8/10/1991,FALSE,1904-08-24,1991-08-10,86,Heart Attack
Mike Smith,Alto saxophone,1957,NaN,TRUE,1957-01-01,,63,NaN
Tab Smith,Alto saxophone,1/11/1909,8/19/1971,FALSE,1909-01-11,1971-08-19,62,NaN
Tommy Smith,Tenor saxophone,4/27/1967,NaN,TRUE,1967-04-27,,53,NaN
Gary Smulyan,Baritone saxophone,4/4/1956,NaN,TRUE,1956-04-04,,64,NaN
Jim Snidero,Alto saxophone,1958,NaN,TRUE,1958-01-01,,62,NaN
James Spaulding,Alto saxophone,7/30/1937,NaN,TRUE,1937-07-30,,83,NaN
Hal Stein,Alto saxophone,9/5/1928,4/27/2008,FALSE,1928-09-05,2008-04-27,79,Cancer (Lung)
Robert Stewart,Tenor saxophone,1969,NaN,TRUE,1969-01-01,,51,NaN
Sonny Stitt,Alto saxophone,1924,7/22/1982,FALSE,1924-01-01,1982-07-22,58,Cancer
Vernon Story,Tenor saxophone,1922,2007,FALSE,1922-01-01,2007-01-01,85,Cancer (Prostate)
Frank Strozier,Alto saxophone,6/13/1937,NaN,TRUE,1937-06-13,,83,NaN
John Stubblefield,Tenor saxophone,1945,2005,FALSE,1945-01-01,2005-01-01,60,NaN
Carol Sudhalter,Tenor saxophone,1/5/1943,NaN,TRUE,1943-01-05,,77,NaN
Ed Summerlin,Tenor saxophone,9/1/1928,10/10/2006,FALSE,1928-09-01,2006-10-10,78,NaN
John Surman,Baritone saxophone,8/30/1944,NaN,TRUE,1944-08-30,,76,NaN
Richard Tabnik,Alto saxophone,1952,NaN,TRUE,1952-01-01,,68,NaN
Buddy Tate,Tenor saxophone,2/22/1913,2/10/2001,FALSE,1913-02-22,2001-02-10,87,NaN
Paul Taylor,Saxophone,1960,NaN,TRUE,1960-01-01,,60,NaN
John Tchicai,Alto saxophone,4/28/1936,10/8/2012,FALSE,1936-04-28,2012-10-08,76,NaN
Joe Temperley,Baritone saxophone,9/20/1929,5/11/2016,FALSE,1929-09-20,2016-05-11,86,NaN
Frank Teschemacher,Alto saxophone,1906,1932,FALSE,1906-01-01,1932-01-01,25,Car Accident
Art Themen,Tenor saxophone,11/26/1939,NaN,TRUE,1939-11-26,,80,NaN
Gary Thomas,Tenor saxophone,6/10/1961,NaN,TRUE,1961-06-10,,59,NaN
Cliff Townshend,Saxophone,1/28/1916,6/29/1986,FALSE,1916-01-28,1986-06-29,70,NaN
Theo Travis,Tenor saxophone,7/7/1964,NaN,TRUE,1964-07-07,,56,NaN
Elisabeth Lid Trøen,Tenor saxophone,3/15/1992,NaN,TRUE,1992-03-15,,28,NaN
Frankie Trumbauer,Alto saxophone,5/30/1901,6/11/1956,FALSE,1901-05-30,1956-06-11,55,Heart Attack
Mark Turner,Tenor saxophone,11/10/1965,NaN,TRUE,1965-11-10,,54,NaN
Premik Russell Tubbs,Tenor saxophone,1952,NaN,TRUE,1952-01-01,,68,NaN
Stanley Turrentine,Tenor saxophone,4/5/1934,9/12/2000,FALSE,1934-04-05,2000-09-12,66,Stroke
Harold Vick,Tenor saxophone,4/3/1936,11/13/1987,FALSE,1936-04-03,1987-11-13,51,Heart Attack
Mathilde Grooss Viddal,Soprano saxophone,5/6/1969,NaN,TRUE,1969-05-06,,51,NaN
"Eddie ""Cleanhead"" Vinson",Alto saxophone,12/18/1917,7/2/1988,FALSE,1917-12-18,1988-07-02,70,Heart Attack
Bennie Wallace,Tenor saxophone,1946,NaN,TRUE,1946-01-01,,74,NaN
David S. Ware,Tenor saxophone,11/7/1949,10/18/2012,FALSE,1949-11-07,2012-10-18,70,Infection
Earle Warren,Alto saxophone,1914,1994,FALSE,1914-01-01,1994-01-01,80,NaN
Grover Washington Jr.,Vocals,12/12/1943,12/17/1999,FALSE,1943-12-12,1999-12-17,56,Heart Attack
Kamasi Washington,Tenor saxophone,1981,NaN,TRUE,1981-01-01,,39,NaN
Sadao Watanabe,Alto saxophone,2/1/1933,NaN,TRUE,1933-02-01,,87,NaN
Bobby Watson,Alto saxophone,8/23/1953,NaN,TRUE,1953-08-23,,67,NaN
Ernie Watts,Alto saxophone,10/23/1945,NaN,TRUE,1945-10-23,,74,NaN
Trevor Watts,Alto saxophone,2/26/1939,NaN,TRUE,1939-02-26,,81,NaN
Ben Webster,Tenor saxophone,3/27/1909,9/20/1973,FALSE,1909-03-27,1973-09-20,64,Brain Hemorrhage
Don Weller,Tenor saxophone,12/19/1940,5/30/2020,FALSE,1940-12-19,2020-05-30,79,NaN
Bobby Wellins,Tenor saxophone,1/24/1936,10/27/2016,FALSE,1936-01-24,2016-10-27,80,NaN
Frank Wess,Tenor saxophone,1/4/1922,10/30/2013,FALSE,1922-01-04,2013-10-30,91,Heart Attack
Petter Wettre,Tenor saxophone,8/11/1967,NaN,TRUE,1967-08-11,,53,NaN
Kirk Whalum,Saxophone,7/11/1958,NaN,TRUE,1958-07-11,,62,NaN
Andrew White,Saxophone,9/6/1942,NaN,TRUE,1942-09-06,,78,NaN
Tommy Whittle,Tenor saxophone,10/13/1926,10/13/2013,FALSE,1926-10-13,2013-10-13,87,Pneumonia
Barney Wilen,Soprano saxophone,3/4/1937,5/25/1996,FALSE,1937-03-04,1996-05-25,59,Cancer
Ed Wiley Jr.,Alto saxophone,1930,2010,FALSE,1930-01-01,2010-01-01,80,Fall
Mars Williams,Sopranino saxophone,5/29/1955,NaN,TRUE,1955-05-29,,65,NaN
Steve Williamson,Tenor saxophone,6/28/1964,NaN,TRUE,1964-06-28,,56,NaN
Steve Wilson,Alto saxophone,1961,NaN,TRUE,1961-01-01,,59,NaN
Phil Woods,Alto saxophone,11/2/1931,9/29/2015,FALSE,1931-11-02,2015-09-29,83,Emphysema
Leo Wright,Alto saxophone,12/14/1933,1/4/1991,FALSE,1933-12-14,1991-01-04,57,Heart Attack
Jan Ptaszyn Wróblewski,Tenor saxophone,1936,NaN,TRUE,1936-01-01,,84,NaN
Pete Yellin,Alto saxophone,7/18/1941,4/13/2016,FALSE,1941-07-18,2016-04-13,74,Stroke
Lester Young,Tenor saxophone,8/27/1909,3/15/1959,FALSE,1909-08-27,1959-03-15,49,Internal Bleeding
Lukas Zabulionis,Tenor saxophone,3/6/1992,NaN,TRUE,1992-03-06,,28,NaN
Daniel Zamir,Soprano saxophone,1981,NaN,TRUE,1981-01-01,,39,NaN
Miguel Zenón,Alto saxophone,12/30/1976,NaN,TRUE,1976-12-30,,43,NaN
John Zorn,Alto saxophone,9/2/1953,NaN,TRUE,1953-09-02,,67,NaN
