artist,instrument,birthdate,deathdate,alive,bday_dt,dday_dt,age_yrs
Michael Lington,Saxophone,1969-06-11,NaN,True,1969-06-11,,51.0
Fred Lipsius,Alto saxophone,1945,NaN,True,1945-01-01,,75.0
Zachary Lipton,Soprano saxophone,1985,NaN,True,1985-01-01,,35.0
Charles Lloyd,Tenor saxophone,1938-03-15,NaN,True,1938-03-15,,82.0
Mornington Lockett,Tenor saxophone,1961,NaN,True,1961-01-01,,59.0
Joe Lovano,Tenor saxophone,1952-12-29,NaN,True,1952-12-29,,67.0
Preston Love,Alto saxophone,1921-04-26,2004-02-12,False,1921-04-26,2004-02-12,82.0
Håvard Lund,Saxophone,1970-10-20,NaN,True,1970-10-20,,49.0
Arun Luthra,Tenor saxophone,teno,NaN,True,,,nan
Graeme Lyall,Saxophone,1942-01-25,NaN,True,1942-01-25,,78.0
Jimmy Lyons,Alto saxophone,1931-12-01,1986-05-19,False,1931-12-01,1986-05-19,54.0
Geir Lysne,Woodwinds,1965-10-09,NaN,True,1965-10-09,,54.0
Teo Macero,Saxophone,1925-10-30,2008-02-19,False,1925-10-30,2008-02-19,82.0
Fraser MacPherson,Saxophone,1928-04-10,1993-09-27,False,1928-04-10,1993-09-27,65.0
Rudresh Mahanthappa,Alto saxophone,1971-05-04,NaN,True,1971-05-04,,49.0
Joe Maini,Alto saxophone,1930,1964,False,1930-01-01,1964-01-01,33.0
Didier Malherbe,Flute,1943-01-22,NaN,True,1943-01-22,,77.0
"Steve ""The Count"" Marcus",Tenor saxophone,1939,2005,False,1939-01-01,2005-01-01,66.0
Charlie Mariano,Alto saxophone,1923-11-12,2009-06-16,False,1923-11-12,2009-06-16,85.0
Eric Marienthal,Saxophone,1957-12-19,NaN,True,1957-12-19,,62.0
"""Blue"" Lou Marini",Saxophone,1945-05-13,NaN,True,1945-05-13,,75.0
Branford Marsalis,Saxophone,1960-08-26,NaN,True,1960-08-26,,60.0
Warne Marsh,Saxophone,1927-10-26,1987-12-18,False,1927-10-26,1987-12-18,60.0
Jørgen Mathisen,Saxophone,1984-12-27,NaN,True,1984-12-27,,35.0
Ole Mathisen,Saxophone,1965-02-13,NaN,True,1965-02-13,,55.0
Bennie Maupin,Saxophone,1940-08-29,NaN,True,1940-08-29,,80.0
Andy McGhee,Saxophone,1927-11-03,2017-10-12,False,1927-11-03,2017-10-12,89.0
Kalaparusha Maurice McIntyre,Tenor saxophone,1936-03-24,2013-11-09,False,1936-03-24,2013-11-09,77.0
Hal McKusick,Alto saxophone,1924,2012,False,1924-01-01,2012-01-01,88.0
Donny McCaslin,Saxophone,1966-08-11,NaN,True,1966-08-11,,54.0
Jackie McLean,Alto saxophone,1931-05-17,2006-03-31,False,1931-05-17,2006-03-31,74.0
Charles McPherson,Alto saxophone,1939-07-24,NaN,True,1939-07-24,,81.0
Marion Meadows,Saxophone,sopr,NaN,True,,,nan
Getatchew Mekurya,Tenor saxophone,1935-03-14,2016-04-04,False,1935-03-14,2016-04-04,81.0
Don Menza,Saxophone,1936-04-22,NaN,True,1936-04-22,,84.0
Bob Mintzer,Saxophone,1953-01-27,NaN,True,1953-01-27,,67.0
Roscoe Mitchell,Saxophone,1940-08-03,NaN,True,1940-08-03,,80.0
Josephine Alexandra Mitchell,Josephine alexandra mitchell  was ireland's first female saxophonist. saxophone,1903,1995,False,1903-01-01,1995-01-01,92.0
Hank Mobley,Tenor saxophone,1930-07-07,1986-05-30,False,1930-07-07,1986-05-30,55.0
J. R. Monterose,Saxophone,1927-01-19,1993-09-16,False,1927-01-19,1993-09-16,66.0
James Moody,Saxophone,1925-03-26,2010-12-09,False,1925-03-26,2010-12-09,85.0
Frank Morgan,Alto saxophone,1933-12-23,2007-12-14,False,1933-12-23,2007-12-14,73.0
Lanny Morgan,Alto saxophone,1934,NaN,True,1934-01-01,,86.0
Dick Morrissey,Tenor sax,1940-05-09,2000-11-08,False,1940-05-09,2000-11-08,60.0
Kjetil Møster,Saxophone,1976-06-17,NaN,True,1976-06-17,,44.0
Gerry Mulligan,Baritone saxophone,1927-04-06,1996-01-20,False,1927-04-06,1996-01-20,68.0
Mike Murley,Tenor saxophone,sopr,NaN,True,,,nan
David Murray,Bass clarinet,1955-02-19,NaN,True,1955-02-19,,65.0
Vido Musso,Saxophone,1913-01-16,1982-01-09,False,1913-01-16,1982-01-09,68.0
Bheki Mseleku,Piano,1955,2008-09-09,False,1955-01-01,2008-09-09,53.0
Henry 'Boots' Mussulli,Alto saxophone,1915,1967,False,1915-01-01,1967-01-01,52.0
Najee,Saxophone,1957-11-04,NaN,True,1957-11-04,,62.0
Zbigniew Namysłowski,Alto saxophone,1939,NaN,True,1939-01-01,,81.0
Ted Nash,Saxophone,1960-12-28,NaN,True,1960-12-28,,59.0
Oliver Nelson,Soprano saxophone,1932-06-04,1975-10-28,False,1932-06-04,1975-10-28,43.0
Roger Neumann,Tenor saxophone,1940,NaN,True,1940-01-01,,80.0
Bjarne Nerem,Saxophone,1923-07-31,1991-04-01,False,1923-07-31,1991-04-01,67.0
Marius Neset,Tenor saxophone,1985-01-02,NaN,True,1985-01-02,,35.0
"David ""Fathead"" Newman",Saxophone,1933-02-24,2009-01-20,False,1933-02-24,2009-01-20,75.0
Lennie Niehaus,Alto saxophone,1929-06-11,2020-05-28,False,1929-06-11,2020-05-28,90.0
Bodil Niska,Tenor saxophone,1954-08-21,NaN,True,1954-08-21,,66.0
Sal Nistico,Tenor saxophone,1938,1991,False,1938-01-01,1991-01-01,53.0
Luis Nubiola,Saxophone,1974-05-28,NaN,True,1974-05-28,,46.0
Atle Nymo,Saxophone,1977-07-09,NaN,True,1977-07-09,,43.0
Frode Nymo,Saxophone,1975-11-27,NaN,True,1975-11-27,,44.0
Rolf-Erik Nystrøm,Saxophone,1975-04-23,NaN,True,1975-04-23,,45.0
Dick Oatts,Saxophone,1953-04-02,NaN,True,1953-04-02,,67.0
Maciej Obara,Saxophone,1981-12-18,NaN,True,1981-12-18,,38.0
Njål Ølnes,Tenor saxophone,1965-09-24,NaN,True,1965-09-24,,55.0
Mike Osborne,Saxophone,1941-09-28,2007-09-19,False,1941-09-28,2007-09-19,65.0
Greg Osby,Saxophone,1960-08-03,NaN,True,1960-08-03,,60.0
Walter Parazaider,Saxophone,1945-03-14,NaN,True,1945-03-14,,75.0
Jorge Pardo,Soprano saxophone,1956,NaN,True,1956-01-01,,64.0
Charlie Parker,Alto,1920-08-29,1955-03-12,False,1920-08-29,1955-03-12,34.0
Evan Parker,Saxophone,1944-04-05,NaN,True,1944-04-05,,76.0
Leo Parker,Baritone saxophone,1925,1962,False,1925-01-01,1962-01-01,37.0
Maceo Parker,Saxophone,1943-02-14,NaN,True,1943-02-14,,77.0
Derek Pascoe,Vocals and,1957,NaN,True,1957-01-01,,63.0
Jerome Don Pasquall,Alto saxophone,1902,1971,False,1902-01-01,1971-01-01,69.0
Michel Pastre,Tenor saxophone,1966-04-07,NaN,True,1966-04-07,,54.0
Hanna Paulsberg,Tenor saxophone,1987-11-13,NaN,True,1987-11-13,,32.0
Arvid Gram Paulsen,Tenor saxophone,1922-01-04,1963-04-11,False,1922-01-04,1963-04-11,41.0
George Paxton,Tenor saxophone,and,NaN,True,,,nan
Cecil Payne,Baritone saxophone,1922-12-14,2007-11-27,False,1922-12-14,2007-11-27,84.0
Art Pepper,Saxophone,1925-09-01,1982-06-15,False,1925-09-01,1982-06-15,56.0
Bill Perkins,Saxophone,1924-07-22,2003-08-10,False,1924-07-22,2003-08-10,79.0
Rich Perry,Saxophone,1955-07-22,NaN,True,1955-07-22,,65.0
Eric Person,Saxophone,1963-05-02,NaN,True,1963-05-02,,57.0
Houston Person,Saxophone,1934-11-10,NaN,True,1934-11-10,,85.0
Flip Phillips,Tenor saxophone,1915-03-26,2001-08-17,False,1915-03-26,2001-08-17,86.0
Courtney Pine,Saxophone,1964-03-18,NaN,True,1964-03-18,,56.0
Bobby Plater,Alto saxophone,1914,1982,False,1914-01-01,1982-01-01,68.0
Pony Poindexter,Saxophone,1926-02-08,NaN,True,1926-02-08,,94.0
Odean Pope,Tenor saxophone,1938-10-24,NaN,True,1938-10-24,,81.0
Michel Portal,Saxophone,1935-11-27,NaN,True,1935-11-27,,84.0
Art Porter Jr.,Saxophone,1961-08-03,1996-11-23,False,1961-08-03,1996-11-23,35.0
Tineke Postma,Alto saxophone,1978-08-31,NaN,True,1978-08-31,,42.0
Chris Potter,Saxophone,1971-01-01,NaN,True,1971-01-01,,49.0
Noah Preminger,Saxophone,1986-06-02,NaN,True,1986-06-02,,34.0
Russell Procope,Clarinet,1908-08-11,NaN,True,1908-08-11,,112.0
Dudu Pukwana,Alto saxophone,1938,1990-06-30,False,1938-01-01,1990-06-30,52.0
Rama IX of Thailand,Alto saxophone,1927,2016,False,1927-01-01,2016-01-01,89.0
Boyd Raeburn,Saxophone,1913-10-27,1966-08-02,False,1913-10-27,1966-08-02,52.0
Bill Ramsay,Saxophone,1929-01-12,NaN,True,1929-01-12,,91.0
Boots Randolph,Saxophone,1927-06-03,2007-07-03,False,1927-06-03,2007-07-03,80.0
Nelson Rangell,Saxophone,1960-03-26,NaN,True,1960-03-26,,60.0
Sonny Red,Alto saxophonist,1932-12-17,1981-03-20,False,1932-12-17,1981-03-20,48.0
Vi Redd,Alto saxophone,1928-09-20,NaN,True,1928-09-20,,92.0
Dewey Redman,Tenor saxophone,1931-05-17,2006-09-02,False,1931-05-17,2006-09-02,75.0
Don Redman,Clarinet,1900-07-29,1964-11-30,False,1900-07-29,1964-11-30,64.0
Joshua Redman,tenor,1969-02-01,NaN,True,1969-02-01,,51.0
Jerome Richardson,Alto saxophone,1920,2000,False,1920-01-01,2000-01-01,80.0
Jim Riggs,Jim riggs  saxophone,1941,NaN,True,1941-01-01,,79.0
Knut Riisnæs,Saxophone,1945-11-13,NaN,True,1945-11-13,,74.0
Odd Riisnæs,Saxophone,1953-05-12,NaN,True,1953-05-12,,67.0
Sam Rivers,Tenor saxophone,1923-09-25,2011-12-26,False,1923-09-25,2011-12-26,88.0
Scott Robinson,Clarinet,1959-04-27,NaN,True,1959-04-27,,61.0
Spike Robinson,Tenor saxophone,1930-01-16,2001-10-29,False,1930-01-16,2001-10-29,71.0
Bob Rockwell,Tenor saxophone,1945,NaN,True,1945-01-01,,75.0
André Roligheten,Saxophone,1985-01-02,NaN,True,1985-01-02,,35.0
Adrian Rollini,Bass saxophone,1903-06-28,NaN,True,1903-06-28,,117.0
Sonny Rollins,Tenor saxophone,1930-09-07,NaN,True,1930-09-07,,90.0
Bruno Romani,Saxophone,1960-01-09,NaN,True,1960-01-09,,60.0
Mette Henriette Martedatter Rølvåg,Saxophone,1990,NaN,True,1990-01-01,,30.0
Bernt Rosengren,Tenor Saxophone,1937-12-24,NaN,True,1937-12-24,,82.0
Ronnie Ross,Baritone Saxophone,1933-10-02,1991-12-12,False,1933-10-02,1991-12-12,58.0
Charlie Rouse,Saxophone,1924-04-06,1988-11-30,False,1924-04-06,1988-11-30,64.0
Marshal Royal,Clarinet,1912-12-05,NaN,True,1912-12-05,,107.0
Jeff Rupert,Tenor saxophone,1964,NaN,True,1964-01-01,,56.0
Joe Rushton,Bass saxophone,1907,1964,False,1907-01-01,1964-01-01,57.0
Edgar Sampson,Saxophone,1907-10-31,1973-01-16,False,1907-10-31,1973-01-16,65.0
David Sanborn,Saxophone,1945-07-30,NaN,True,1945-07-30,,75.0
David Sánchez,Saxophone,1968-09-09,NaN,True,1968-09-09,,52.0
Pharoah Sanders,Saxophone,1940-10-13,NaN,True,1940-10-13,,79.0
Mario Schiano,Soprano saxophone,1933,2008,False,1933-01-01,2008-01-01,74.0
David Schnitter,Tenor saxophone,1948-03-19,NaN,True,1948-03-19,,72.0
Anton Schwartz,Saxophone,1967-07-16,NaN,True,1967-07-16,,53.0
Ronnie Scott,Tenor saxophone,1927,1996-12-23,False,1927-01-01,1996-12-23,69.0
Tom Scott,Saxophone,1948-05-19,NaN,True,1948-05-19,,72.0
Karl Seglem,Saxophone,1961-07-08,NaN,True,1961-07-08,,59.0
Trygve Seim,Saxophone,1971-04-25,NaN,True,1971-04-25,,49.0
Kristin Sevaldsen,Saxophone,1966-01-10,NaN,True,1966-01-10,,54.0
Bud Shank,Alto saxophone,1926-05-27,2009-04-02,False,1926-05-27,2009-04-02,82.0
Paul Shapiro,Paul shapiro  saxophone,alto,NaN,True,,,nan
Archie Shepp,Saxophone,1937-05-24,NaN,True,1937-05-24,,83.0
Andy Sheppard,Tenor saxophone,1957-01-20,NaN,True,1957-01-20,,63.0
Sahib Shihab,Baritone,1925-06-23,1989-10-24,False,1925-06-23,1989-10-24,64.0
Wayne Shorter,Tenor saxophone,1933-08-25,NaN,True,1933-08-25,,87.0
Sonny Simmons,Alto saxophone,1933-08-04,NaN,True,1933-08-04,,87.0
Zoot Sims,Saxophone,1925-10-29,1985-03-23,False,1925-10-29,1985-03-23,59.0
Guy Sion,Saxophone,1980,NaN,True,1980-01-01,,40.0
Alan Skidmore,Saxophone,1942-04-21,NaN,True,1942-04-21,,78.0
Steve Slagle,Alto saxophone,1951,NaN,True,1951-01-01,,69.0
Ben Smith,Alto saxophone,1905,NaN,True,1905-01-01,,115.0
Bill Smith,Saxophone,1938-05-12,NaN,True,1938-05-12,,82.0
Buster Smith,Alto saxophone,1904-08-24,1991-08-10,False,1904-08-24,1991-08-10,86.0
Mike Smith,Alto saxophone,1957,NaN,True,1957-01-01,,63.0
Tab Smith,Alto saxophone,1909-01-11,1971-08-19,False,1909-01-11,1971-08-19,62.0
Tommy Smith,Tenor saxophone,1967-04-27,NaN,True,1967-04-27,,53.0
Gary Smulyan,baritone saxophone,1956-04-04,NaN,True,1956-04-04,,64.0
Jim Snidero,Alto saxophone,1958,NaN,True,1958-01-01,,62.0
James Spaulding,Saxophone,1937-07-30,NaN,True,1937-07-30,,83.0
Hal Stein,Saxophone,1928-09-05,2008-04-27,False,1928-09-05,2008-04-27,79.0
Robert Stewart,Tenor saxophone,1969,NaN,True,1969-01-01,,51.0
Sonny Stitt,Saxophone,1924,1982-07-22,False,1924-01-01,1982-07-22,58.0
Vernon Story,Tenor saxophone,1922,2007,False,1922-01-01,2007-01-01,85.0
Frank Strozier,Alto saxophone,1937-06-13,NaN,True,1937-06-13,,83.0
John Stubblefield,Tenor saxophone,1945,2005,False,1945-01-01,2005-01-01,60.0
Carol Sudhalter,Tenor Saxophone,1943-01-05,NaN,True,1943-01-05,,77.0
Ed Summerlin,Tenor saxophone,1928-09-01,2006-10-10,False,1928-09-01,2006-10-10,78.0
John Surman,Baritone saxophone,1944-08-30,NaN,True,1944-08-30,,76.0
Richard Tabnik,Alto saxophone,1952,NaN,True,1952-01-01,,68.0
Buddy Tate,Saxophone,1913-02-22,2001-02-10,False,1913-02-22,2001-02-10,87.0
Paul Taylor,Paul taylor  saxophone,1960,NaN,True,1960-01-01,,60.0
John Tchicai,Saxophone,1936-04-28,2012-10-08,False,1936-04-28,2012-10-08,76.0
Joe Temperley,Baritone saxophone,1929-09-20,2016-05-11,False,1929-09-20,2016-05-11,86.0
Frank Teschemacher,Alto saxophone,1906,1932,False,1906-01-01,1932-01-01,25.0
Art Themen,Saxophone,1939-11-26,NaN,True,1939-11-26,,80.0
Gary Thomas,Saxophone,1961-06-10,NaN,True,1961-06-10,,59.0
Cliff Townshend,Saxophone,1916-01-28,1986-06-29,False,1916-01-28,1986-06-29,70.0
Theo Travis,Saxophone,1964-07-07,NaN,True,1964-07-07,,56.0
Elisabeth Lid Trøen,Saxophone,1992-03-15,NaN,True,1992-03-15,,28.0
Frankie Trumbauer,Saxophone,1901-05-30,1956-06-11,False,1901-05-30,1956-06-11,55.0
Mark Turner,Saxophone,1965-11-10,NaN,True,1965-11-10,,54.0
Premik Russell Tubbs,Saxophone,1952,NaN,True,1952-01-01,,68.0
Stanley Turrentine,Tenor saxophone,1934-04-05,2000-09-12,False,1934-04-05,2000-09-12,66.0
Harold Vick,Tenor saxophone,1936-04-03,1987-11-13,False,1936-04-03,1987-11-13,51.0
Mathilde Grooss Viddal,Saxophone,1969-05-06,NaN,True,1969-05-06,,51.0
"Eddie ""Cleanhead"" Vinson",Alto saxophone,1917-12-18,1988-07-02,False,1917-12-18,1988-07-02,70.0
Bennie Wallace,Tenor saxophone,1946,NaN,True,1946-01-01,,74.0
David S. Ware,Saxophone,1949-11-07,NaN,True,1949-11-07,,70.0
Earle Warren,Alto saxophone,1914,1994,False,1914-01-01,1994-01-01,80.0
Grover Washington Jr.,Vocals; soprano,1943-12-12,1999-12-17,False,1943-12-12,1999-12-17,56.0
Kamasi Washington,Saxophone,1981,NaN,True,1981-01-01,,39.0
Sadao Watanabe,Alto saxophone,1933-02-01,NaN,True,1933-02-01,,87.0
Bobby Watson,Saxophone,1953-08-23,NaN,True,1953-08-23,,67.0
Ernie Watts,Saxophone,1945-10-23,NaN,True,1945-10-23,,74.0
Trevor Watts,Alto saxophone,1939-02-26,NaN,True,1939-02-26,,81.0
Doug Webb,Doug webb  saxophone,1960,NaN,True,1960-01-01,,60.0
Ben Webster,Tenor saxophone,1909-03-27,1973-09-20,False,1909-03-27,1973-09-20,64.0
Don Weller,Tenor saxophone,1940-12-19,2020-05-30,False,1940-12-19,2020-05-30,79.0
Bobby Wellins,Tenor saxophone,1936-01-24,2016-10-27,False,1936-01-24,2016-10-27,80.0
Frank Wess,Saxophone,1922-01-04,2013-10-30,False,1922-01-04,2013-10-30,91.0
Petter Wettre,Saxophone,1967-08-11,NaN,True,1967-08-11,,53.0
Kirk Whalum,Saxophone,1958-07-11,NaN,True,1958-07-11,,62.0
Andrew White,Saxophone,1942-09-06,NaN,True,1942-09-06,,78.0
Tommy Whittle,Saxophone,1926-10-13,2013-10-13,False,1926-10-13,2013-10-13,87.0
Barney Wilen,Saxophone,1937-03-04,1996-05-25,False,1937-03-04,1996-05-25,59.0
Ed Wiley Jr.,Alto saxophone,1930,2010,False,1930-01-01,2010-01-01,80.0
Mars Williams,Saxophone,1955-05-29,NaN,True,1955-05-29,,65.0
Pamela Williams,Saxophone,alto,NaN,True,,,nan
Steve Williamson,Tenor,1964-06-28,NaN,True,1964-06-28,,56.0
Steve Wilson,Saxophone,1961,NaN,True,1961-01-01,,59.0
Juli Wood,Voice,teno,NaN,True,,,nan
Phil Woods,Saxophone,1931-11-02,2015-09-29,False,1931-11-02,2015-09-29,83.0
Leo Wright,Alto saxophone,1933-12-14,1991-01-04,False,1933-12-14,1991-01-04,57.0
Jan Ptaszyn Wróblewski,Tenor saxophone,1936,NaN,True,1936-01-01,,84.0
Pete Yellin,Saxophone,1941-07-18,2016-04-13,False,1941-07-18,2016-04-13,74.0
Lester Young,Tenor saxophone,1909-08-27,1959-03-15,False,1909-08-27,1959-03-15,49.0
Lukas Zabulionis,Saxophone,1992-03-06,NaN,True,1992-03-06,,28.0
Daniel Zamir,Soprano saxophone,1981,NaN,True,1981-01-01,,39.0
Miguel Zenón,Alto saxophone,1976-12-30,NaN,True,1976-12-30,,43.0
John Zorn,Alto saxophone,1953-09-02,NaN,True,1953-09-02,,67.0
